mean_duration
1.25
1.5
1.5
1.75
2
2
2
2.25
2.25
2.5
2.5
2.5
2.5
2.75
2.75
2.75
2.75
3
3.142857143
3.25
3.25
3.25
3.25
3.285714286
3.5
3.5
3.5
3.5
3.5
3.571428571
3.75
3.75
3.75
3.75
3.75
3.75
3.75
3.857142857
4
4
4
4.142857143
4.25
4.25
4.25
4.25
4.25
4.5
4.5
4.5
4.5
4.5
4.75
4.75
4.75
4.857142857
5
5
5
5
5
5
5.25
5.285714286
5.5
5.5
5.5
5.5
5.5
5.75
5.75
5.75
5.75
5.8
5.857142857
6
6
6
6
6
6
6
6
6.25
6.25
6.25
6.333333333
6.428571429
6.5
6.5
6.5
6.5
6.75
6.75
6.75
6.75
7
7
7
7
7
7.25
7.25
7.25
7.25
7.285714286
7.428571429
7.5
7.5
7.5
7.5
7.5
7.75
7.75
7.75
7.75
7.75
7.75
7.75
7.75
8
8
8
8
8
8.142857143
8.25
8.25
8.25
8.285714286
8.4
8.5
8.5
8.5
8.5
8.5
8.5
8.5
8.5
8.5
8.571428571
8.7
8.75
8.75
8.75
8.75
8.75
8.75
8.75
8.75
8.75
8.75
8.8
8.857142857
9
9
9
9
9
9.25
9.25
9.285714286
9.285714286
9.285714286
9.285714286
9.428571429
9.5
9.5
9.5
9.5
9.5
9.5
9.571428571
9.666666667
9.714285714
9.714285714
9.75
9.75
9.75
9.857142857
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10.14285714
10.2
10.25
10.25
10.25
10.25
10.25
10.25
10.5
10.5
10.5
10.5
10.57142857
10.6
10.71428571
10.71428571
10.75
10.75
10.75
10.75
10.75
10.75
10.75
10.75
10.9
11
11
11
11
11
11
11
11.25
11.25
11.25
11.25
11.42857143
11.5
11.5
11.5
11.5
11.5
11.57142857
11.75
11.75
11.75
11.75
12
12
12
12.25
12.25
12.25
12.25
12.25
12.25
12.25
12.25
12.28571429
12.42857143
12.5
12.5
12.5
12.5
12.5
12.5
12.5
12.5
12.5
12.5
12.5
12.57142857
12.75
12.75
12.75
12.83333333
12.85714286
12.85714286
12.85714286
13
13
13
13
13
13.14285714
13.14285714
13.25
13.25
13.25
13.25
13.25
13.28571429
13.42857143
13.45454545
13.5
13.5
13.5
13.5
13.5
13.5
13.5
13.57142857
13.6
13.71428571
13.75
13.75
13.75
13.75
13.875
14
14
14
14
14.25
14.25
14.25
14.28571429
14.5
14.5
14.5
14.5
14.5
14.5
14.5
14.57142857
14.75
14.75
14.75
14.75
15
15
15
15
15
15
15
15
15
15
15
15
15.07692308
15.1
15.1
15.25
15.25
15.25
15.25
15.25
15.28571429
15.5
15.5
15.5
15.5
15.5
15.625
15.75
15.75
15.75
15.75
15.75
16
16
16
16
16
16
16
16
16
16.09090909
16.1
16.25
16.25
16.25
16.25
16.25
16.25
16.5
16.5
16.5
16.5
16.5
16.5
16.57142857
16.57142857
16.75
16.75
16.75
16.75
17
17
17
17
17.1
17.2
17.25
17.25
17.25
17.25
17.25
17.25
17.28571429
17.5
17.5
17.5
17.5
17.57142857
17.71428571
17.75
17.75
17.75
17.75
17.84615385
17.94736842
18
18
18
18
18
18.25
18.25
18.25
18.25
18.25
18.3
18.5
18.5
18.5
18.5
18.5
18.57142857
18.57142857
18.57142857
18.6
18.75
18.75
18.75
18.75
18.75
19
19
19
19
19
19.2
19.25
19.25
19.25
19.25
19.25
19.25
19.28571429
19.28571429
19.3125
19.5
19.5
19.5
19.75
19.75
19.75
19.76923077
20
20
20
20
20
20.14285714
20.25
20.25
20.25
20.25
20.25
20.28571429
20.5
20.5
20.5
20.5
20.5
20.5
20.5
20.75
20.75
20.75
20.75
20.85714286
21
21
21.25
21.25
21.25
21.25
21.4
21.5
21.5
21.7
21.75
21.75
21.75
21.75
22
22
22
22
22
22
22
22
22.14285714
22.22222222
22.25
22.25
22.25
22.28571429
22.33333333
22.5
22.5
22.5
22.5
22.5
22.57142857
22.57142857
22.6
22.75
22.75
22.75
22.75
22.75
22.75
23
23
23
23
23
23
23
23
23
23
23
23.14285714
23.25
23.25
23.33333333
23.5
23.5
23.5
23.5
23.5
23.57142857
23.57142857
23.66666667
23.75
23.75
23.75
23.75
23.75
23.75
23.75
24
24
24
24
24
24
24
24.25
24.25
24.25
24.28571429
24.5
24.5
24.5
24.57142857
24.71428571
24.72727273
24.75
24.75
24.75
24.75
24.75
25
25
25
25
25
25
25
25
25
25.14285714
25.2
25.25
25.25
25.25
25.28571429
25.5
25.5
25.5
25.5
25.5
25.57142857
25.57142857
25.75
25.75
25.75
25.75
25.75
25.85714286
26
26
26
26
26
26
26
26.25
26.25
26.42857143
26.5
26.57142857
26.71428571
26.75
26.75
27
27
27
27.25
27.25
27.25
27.3
27.5
27.5
27.5
27.5
27.5
27.66666667
27.75
27.75
27.75
27.75
27.85714286
27.85714286
28
28
28.25
28.3
28.5
28.5
28.5
28.5
28.5
28.57142857
28.57142857
28.6
28.7
28.71428571
28.71428571
28.75
28.75
29
29
29
29
29
29
29.14285714
29.25
29.25
29.5
29.5
29.71428571
29.75
29.75
29.75
29.8
29.85714286
30
30
30
30
30
30
30
30.25
30.25
30.5
30.5
30.5
30.5
31
31
31
31.1
31.25
31.33333333
31.5
32
32
32.25
32.25
32.4
32.5
32.66666667
32.70588235
32.75
33
33
33
33
33
33
33.25
33.25
33.25
33.25
33.28571429
33.28571429
33.33333333
33.33333333
33.5
33.66666667
33.71428571
34
34
34
34.14285714
34.14285714
34.28571429
34.5
34.5
34.5
34.5
34.75
34.75
34.75
34.8
34.85714286
34.85714286
35
35
35
35
35
35
35
35.25
35.25
35.25
35.25
35.42857143
35.5
35.5
35.5
35.5
35.75
35.75
35.8
36
36
36
36.14285714
36.25
36.25
36.42857143
36.5
36.5
36.57142857
36.57142857
36.75
36.85714286
36.85714286
37
37
37
37.25
37.5
37.5
37.66666667
37.75
37.75
38
38
38
38
38
38.33333333
38.33333333
38.5
38.57142857
38.75
38.75
38.75
39
39
39.25
39.25
39.28571429
39.5
39.5
39.66666667
39.75
39.75
39.75
39.75
39.75
40
40
40
40.2
40.25
40.28571429
40.5
40.5
40.57142857
40.75
40.75
40.85714286
41
41
41
41
41
41
41.25
41.5
41.5
41.75
41.75
41.88888889
42
42
42.1
42.25
42.75
42.75
42.75
42.75
42.75
42.75
42.8
42.85714286
43
43
43.42857143
43.5
43.5
43.5
43.5
43.6
43.75
44
44
44
44
44.2
44.5
44.75
45
45.14285714
45.5
45.5
45.5
45.5
45.5
45.57142857
45.7
45.75
45.8
46
46
46.1
